serviceCharge,heatingType,newlyConst,balcony,picturecount,pricetrend,totalRent,yearConstructed,scoutId,firingTypes,hasKitchen,cellar,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,floor,noRoomsRange,garden,livingSpaceRange,regio3,heatingCosts,date
240,wood_pellet_heating,FALSE,TRUE,26,6.25,1870,2014,77109428,pellet_heating,TRUE,TRUE,1550,96,mint_condition,sophisticated,no,TRUE,ground_floor,81827,3,0,3,TRUE,4,Trudering,NA,May19
95,central_heating,FALSE,TRUE,5,7.53,895,1972,111086894,district_heating,TRUE,TRUE,800,30,first_time_use_after_refurbishment,sophisticated,NA,TRUE,apartment,80797,1,4,1,FALSE,1,Schwabing_West,45,May19
100,central_heating,FALSE,TRUE,15,6.12,NA,1978,112327990,natural_gas_light,FALSE,FALSE,1500,55,modernized,normal,negotiable,TRUE,apartment,80339,2,1,2,FALSE,2,Schwanthalerhöhe,NA,Oct19
260,central_heating,TRUE,TRUE,2,5.56,2600,2020,113043841,gas,FALSE,TRUE,2250,105,first_time_use,sophisticated,NA,TRUE,apartment,81927,3,1,3,FALSE,5,Bogenhausen,NA,Oct19
170,central_heating,FALSE,TRUE,7,6.12,1730,1956,113014489,oil,FALSE,FALSE,1460,85.74,fully_renovated,normal,no,TRUE,apartment,80339,2,1,2,FALSE,4,Schwanthalerhöhe,100,Oct19
172,district_heating,FALSE,TRUE,2,5.14,1946,1968,93986852,district_heating,FALSE,TRUE,1644,111,well_kept,normal,negotiable,TRUE,apartment,81475,3,1,3,FALSE,5,Fürstenried,130,Feb20
90,central_heating,FALSE,TRUE,8,7.44,645,1984,111247172,natural_gas_heavy,TRUE,FALSE,555,28.7,NA,normal,NA,TRUE,apartment,80807,1,2,1,TRUE,1,Milbertshofen,NA,May19
290,central_heating,FALSE,TRUE,11,4.85,1560,1972,115618426,gas,FALSE,FALSE,1270,84.53,NA,NA,NA,TRUE,apartment,81243,3,9,3,FALSE,4,Aubing,NA,Feb20
175,district_heating,FALSE,TRUE,10,7.95,1475,1954,103355547,NA,FALSE,TRUE,1300,84.02,first_time_use_after_refurbishment,NA,NA,TRUE,apartment,81549,2,3,2,FALSE,4,Obergiesing,NA,Sep18
290,NA,TRUE,TRUE,22,5.54,3200,2019,115459768,NA,TRUE,TRUE,2610,89.73,first_time_use,luxury,negotiable,TRUE,ground_floor,80333,3,0,3,TRUE,4,Maxvorstadt,NA,Feb20
130,central_heating,FALSE,TRUE,23,6.19,1450,1966,111263688,pellet_heating:oil,FALSE,TRUE,1250,76,NA,NA,NA,FALSE,apartment,81479,3,2,3,FALSE,3,Solln,70,May19
130,self_contained_central_heating,FALSE,FALSE,18,5.71,1680,1910,113672654,gas,TRUE,TRUE,1550,92,mint_condition,sophisticated,no,FALSE,roof_storey,81667,2,4,2,FALSE,4,Haidhausen,NA,Oct19
200,floor_heating,FALSE,TRUE,6,6.09,1250,1984,84641755,gas,FALSE,TRUE,1050,61,fully_renovated,normal,no,TRUE,apartment,81737,2,1,2,FALSE,3,Perlach,NA,May19
0,central_heating,FALSE,TRUE,19,6.41,1500,2004,111313871,gas,FALSE,FALSE,1500,45,NA,NA,NA,FALSE,NA,81247,2,NA,2,TRUE,2,Obermenzing,NA,May19
250,oil_heating,FALSE,FALSE,9,5.53,1550,1963,115639903,NA,TRUE,FALSE,1300,43,first_time_use_after_refurbishment,sophisticated,NA,TRUE,apartment,80639,2,2,2,FALSE,2,Neuhausen,NA,Feb20
230,NA,FALSE,TRUE,8,6.16,2850,NA,113643367,NA,TRUE,TRUE,2460,98,modernized,sophisticated,NA,TRUE,roof_storey,81541,2,5,2,FALSE,4,Au,160,Oct19
300,NA,FALSE,FALSE,1,7.04,1500,NA,111356465,NA,TRUE,TRUE,1200,78,well_kept,normal,no,FALSE,ground_floor,81539,3,NA,3,TRUE,3,Ramersdorf,NA,May19
0,NA,FALSE,TRUE,25,6.58,1700,1982,110386195,gas,FALSE,FALSE,1700,60,NA,NA,NA,TRUE,NA,81379,2,2,2,FALSE,2,Obersendling,NA,May19
50,self_contained_central_heating,FALSE,FALSE,5,6.96,700,1936,111337608,electricity,TRUE,TRUE,650,32,modernized,sophisticated,no,FALSE,apartment,80993,2,2,2,TRUE,1,Moosach,NA,May19
320,central_heating,FALSE,TRUE,11,5.53,3820,1910,115532270,NA,TRUE,TRUE,3500,175,modernized,NA,negotiable,TRUE,apartment,80634,4,2,4,FALSE,7,Neuhausen,NA,Feb20
250,NA,FALSE,TRUE,6,7.34,2260,NA,110904378,NA,TRUE,TRUE,1890,73,mint_condition,luxury,NA,TRUE,apartment,80336,2,NA,2,FALSE,3,Ludwigsvorstadt_Isarvorstadt,NA,May19
130,central_heating,TRUE,TRUE,11,6.61,910,2018,109906028,district_heating,TRUE,FALSE,780,29.4,first_time_use,NA,NA,TRUE,roof_storey,81241,1,7,1,FALSE,1,Pasing,NA,May19
100,gas_heating,TRUE,FALSE,3,5.78,1410,2018,111815725,natural_gas_light,TRUE,FALSE,1270,43.67,first_time_use,sophisticated,NA,FALSE,ground_floor,81667,1,0,1,FALSE,2,Haidhausen,40,Oct19
100,NA,FALSE,FALSE,9,5.59,2450,1845,115272992,NA,TRUE,FALSE,2250,68,modernized,sophisticated,negotiable,TRUE,apartment,80333,2.5,2,2,FALSE,3,Maxvorstadt,100,Feb20
100,central_heating,FALSE,FALSE,15,7.95,890,1957,107376850,district_heating,TRUE,FALSE,790,36,mint_condition,luxury,no,FALSE,apartment,81539,1,2,1,FALSE,1,Obergiesing,NA,Sep18
0,NA,FALSE,TRUE,29,7.69,3950,2013,109801561,combined_heat_and_power_fossil_fuels,FALSE,FALSE,3950,121,NA,NA,NA,TRUE,NA,80804,4,NA,4,FALSE,6,Schwabing_West,NA,May19
250,floor_heating,FALSE,TRUE,15,7.43,2500,2014,106764660,district_heating,TRUE,TRUE,2250,89,mint_condition,luxury,negotiable,TRUE,apartment,80335,3,4,3,TRUE,4,Maxvorstadt,NA,Sep18
0,central_heating,FALSE,TRUE,17,6.21,1950,1958,113689372,oil,TRUE,TRUE,1950,52,mint_condition,NA,NA,TRUE,apartment,80801,2,4,2,TRUE,2,Schwabing_West,NA,Oct19
300,NA,FALSE,TRUE,6,7.52,3965,2017,96385834,district_heating,TRUE,FALSE,3665,110.59,first_time_use,NA,NA,TRUE,apartment,80803,4,1,4,FALSE,5,Schwabing_West,NA,Feb20
90,NA,FALSE,FALSE,1,5.94,890,1997,113810761,natural_gas_light,FALSE,FALSE,800,28.2,well_kept,NA,NA,TRUE,apartment,80802,1,1,1,FALSE,1,Schwabing,NA,Oct19
180,district_heating,TRUE,TRUE,17,7.66,2125,2018,107338478,district_heating,TRUE,TRUE,1850,79.32,first_time_use,luxury,yes,TRUE,NA,81379,3,4,3,TRUE,3,Obersendling,NA,Sep18
349,district_heating,FALSE,TRUE,24,7.09,2099,1971,111339348,NA,TRUE,TRUE,1750,95,refurbished,sophisticated,no,TRUE,ground_floor,80335,2.5,0,2,TRUE,4,Maxvorstadt,NA,May19
0,NA,FALSE,FALSE,21,6.86,1950,1981,110667987,district_heating,FALSE,TRUE,1950,69,NA,NA,NA,TRUE,NA,81667,2,1,2,FALSE,3,Haidhausen,NA,May19
600,central_heating,FALSE,TRUE,15,5.26,4800,1910,115696016,gas,TRUE,TRUE,4200,200,well_kept,luxury,negotiable,FALSE,maisonette,81679,5,NA,5,TRUE,7,Bogenhausen,NA,Feb20
300,central_heating,TRUE,TRUE,12,5.56,3580,2019,113597272,geothermal,TRUE,TRUE,3150,121.48,first_time_use,luxury,negotiable,FALSE,terraced_flat,81927,4,0,4,TRUE,6,Bogenhausen,150,Oct19
150,central_heating,FALSE,TRUE,10,5.4,1950,1993,115605881,gas,TRUE,TRUE,1800,76,modernized,NA,no,TRUE,apartment,80686,3,3,3,TRUE,3,Laim,NA,Feb20
300,central_heating,FALSE,FALSE,4,5.13,2100,2016,115485322,NA,TRUE,TRUE,1800,68,mint_condition,luxury,NA,TRUE,loft,80639,1.5,14,1,FALSE,3,Nymphenburg,NA,Feb20
365,self_contained_central_heating,FALSE,FALSE,19,4.18,3980,1880,115458736,natural_gas_light,TRUE,TRUE,3615,134.5,mint_condition,luxury,NA,FALSE,apartment,80331,3.5,3,3,FALSE,6,Altstadt,NA,Feb20
0,NA,FALSE,FALSE,9,6.41,1200,1964,104274331,natural_gas_heavy,TRUE,FALSE,1250,27,well_kept,sophisticated,NA,TRUE,apartment,81245,1,3,1,FALSE,1,Obermenzing,0,May19
140,central_heating,FALSE,TRUE,9,7.5,1780,NA,110631536,oil,TRUE,TRUE,1640,73,well_kept,normal,NA,FALSE,apartment,80807,3,2,3,FALSE,3,Milbertshofen,NA,May19
350,central_heating,FALSE,TRUE,14,6.9,2130,1977,111227758,gas,FALSE,TRUE,1780,147,fully_renovated,normal,NA,FALSE,ground_floor,80939,7,0,5,TRUE,6,Freimann,NA,May19
200,central_heating,FALSE,TRUE,16,5.12,1110,1996,113721414,natural_gas_light,TRUE,TRUE,910,60,well_kept,normal,no,FALSE,half_basement,81829,2,0,2,TRUE,2,Trudering,NA,Oct19
125,central_heating,FALSE,TRUE,7,5.63,1780,1981,115225073,gas,TRUE,TRUE,1445,85,fully_renovated,sophisticated,NA,FALSE,apartment,80687,3,3,3,TRUE,4,Laim,125,Feb20
240,floor_heating,FALSE,TRUE,12,5.46,2000,NA,115301963,NA,TRUE,TRUE,1760,105,NA,NA,NA,FALSE,ground_floor,81925,3.5,NA,3,FALSE,5,Bogenhausen,NA,Feb20
100,central_heating,FALSE,TRUE,13,6.25,NA,1969,111361172,oil,TRUE,FALSE,780,35,mint_condition,NA,NA,FALSE,ground_floor,81827,1,0,1,FALSE,1,Trudering,100,May19
170,floor_heating,FALSE,TRUE,11,5.1,1460,2008,115499545,district_heating,TRUE,TRUE,1290,57,mint_condition,luxury,negotiable,TRUE,ground_floor,80689,2,0,2,TRUE,2,Pasing,NA,Feb20
215,central_heating,TRUE,TRUE,11,6.61,1995,2018,110975603,district_heating,TRUE,TRUE,1580,88,first_time_use,sophisticated,negotiable,TRUE,apartment,81245,3,1,3,FALSE,4,Pasing,135,May19
100,central_heating,FALSE,TRUE,10,4.92,1000,NA,113862594,NA,TRUE,TRUE,900,36,NA,NA,NA,TRUE,apartment,81477,1,NA,1,FALSE,1,Solln,NA,Oct19
200,NA,FALSE,TRUE,1,6.96,1380,NA,111289915,NA,TRUE,FALSE,1180,65,NA,sophisticated,no,FALSE,roof_storey,80993,2,3,2,FALSE,3,Moosach,NA,May19
280,central_heating,FALSE,TRUE,27,6.83,3210,2016,87265210,gas,TRUE,TRUE,2800,116,first_time_use_after_refurbishment,sophisticated,negotiable,TRUE,NA,81679,3,2,3,FALSE,5,Bogenhausen,130,May19
180,floor_heating,FALSE,TRUE,8,5.09,1460,2017,113446492,gas,TRUE,FALSE,1280,57,first_time_use,sophisticated,no,TRUE,apartment,81735,2,4,2,FALSE,2,Perlach,NA,Oct19
0,central_heating,FALSE,FALSE,30,7.32,2800,1898,111269374,NA,FALSE,FALSE,2800,105,NA,NA,NA,FALSE,NA,80339,3,1,3,FALSE,5,Schwanthalerhöhe,NA,May19
100,NA,FALSE,TRUE,8,6.71,1099,1971,111351317,NA,TRUE,TRUE,999,37,modernized,normal,NA,FALSE,apartment,81825,1,3,1,FALSE,1,Berg_am_Laim,NA,May19
189.91,wood_pellet_heating,TRUE,TRUE,13,6.77,3340.95,2017,94744264,pellet_heating,TRUE,TRUE,2995,120.96,mint_condition,sophisticated,NA,TRUE,maisonette,80335,3,4,3,FALSE,5,Maxvorstadt,156.04,Sep18
170,combined_heat_and_power_plant,TRUE,TRUE,7,4.63,1420,2019,114596499,gas,TRUE,TRUE,1250,61.17,first_time_use,sophisticated,negotiable,TRUE,ground_floor,81249,2,0,2,TRUE,3,Lochhausen,NA,Feb20
50,central_heating,FALSE,FALSE,25,5.94,1350,NA,111180959,NA,TRUE,FALSE,1300,30,refurbished,sophisticated,NA,FALSE,apartment,80469,1,2,1,FALSE,1,Altstadt,0,May19
250,central_heating,FALSE,TRUE,22,6.83,2390,1973,111304258,district_heating,TRUE,TRUE,2140,100,well_kept,sophisticated,no,FALSE,apartment,81927,3,1,3,FALSE,4,Bogenhausen,NA,May19
250,central_heating,FALSE,TRUE,19,5.86,2230,1959,115618578,oil,FALSE,TRUE,1900,96,first_time_use_after_refurbishment,sophisticated,NA,TRUE,apartment,80804,4,6,4,FALSE,4,Schwabing_West,NA,Feb20
150,central_heating,TRUE,TRUE,5,5.24,1050,2018,113688024,NA,TRUE,TRUE,900,32,first_time_use,sophisticated,no,TRUE,other,81247,1,NA,1,TRUE,1,Obermenzing,NA,Oct19
95,floor_heating,TRUE,TRUE,5,6.33,1775,2019,111263246,geothermal,FALSE,TRUE,1600,95,first_time_use,sophisticated,negotiable,FALSE,roof_storey,81825,2,2,2,FALSE,4,Trudering,80,May19
220,oil_heating,FALSE,FALSE,13,5.59,1270,1956,115601288,oil,TRUE,TRUE,1050,67,mint_condition,normal,no,FALSE,roof_storey,80799,2,6,2,FALSE,3,Maxvorstadt,NA,Feb20
320,district_heating,FALSE,TRUE,12,6.9,1870,2016,111362372,district_heating,TRUE,TRUE,1550,80,mint_condition,sophisticated,no,TRUE,apartment,81829,3,1,3,FALSE,3,Riem,NA,May19
217,heat_pump,TRUE,TRUE,4,5.86,NA,2019,113574587,NA,TRUE,TRUE,1650,80.49,NA,NA,NA,TRUE,apartment,80997,3,3,3,FALSE,3,Moosach,NA,Oct19
120,floor_heating,FALSE,TRUE,16,5.2,1370,NA,111910193,gas,TRUE,TRUE,1250,43.58,modernized,NA,NA,FALSE,apartment,81247,1,1,1,FALSE,2,Obermenzing,NA,Feb20
250,central_heating,FALSE,TRUE,8,5.38,1344,1996,87965527,gas,FALSE,TRUE,1044,71,well_kept,NA,no,TRUE,maisonette,81825,2,1,2,FALSE,3,Trudering,NA,May19
132,district_heating,FALSE,FALSE,10,7.5,1122,1972,110553415,district_heating,TRUE,FALSE,990,33,mint_condition,sophisticated,no,TRUE,apartment,80809,1,1,1,FALSE,1,Milbertshofen,NA,May19
220,central_heating,FALSE,FALSE,8,7.56,1200,1994,107321147,heat_supply,TRUE,TRUE,980,55,NA,NA,NA,FALSE,NA,81667,2,NA,2,FALSE,2,Haidhausen,NA,Sep18
240,central_heating,FALSE,FALSE,15,5.88,2640,1902,95186007,gas,TRUE,FALSE,2400,100,modernized,sophisticated,negotiable,FALSE,apartment,80539,4.5,3,4,FALSE,4,Lehel,NA,Sep18
350,floor_heating,TRUE,TRUE,8,7.03,NA,2018,107298205,gas,TRUE,TRUE,2590,118,first_time_use,sophisticated,NA,TRUE,ground_floor,81245,3,0,3,TRUE,5,Obermenzing,NA,Sep18
0,NA,FALSE,FALSE,21,7.06,1900,NA,111318126,NA,FALSE,FALSE,1900,53,NA,NA,NA,FALSE,NA,80469,2,3,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,May19
85.92,central_heating,TRUE,FALSE,2,5.09,710.32,2019,113680462,NA,FALSE,TRUE,563.92,41.71,NA,NA,NA,TRUE,ground_floor,81739,1,0,1,FALSE,2,Perlach,60.48,Oct19
140,central_heating,TRUE,TRUE,10,5.56,1770,2019,113597474,geothermal,TRUE,TRUE,1500,57.68,first_time_use,luxury,negotiable,FALSE,apartment,81927,2,1,2,FALSE,2,Bogenhausen,65,Oct19
160,central_heating,FALSE,TRUE,15,7.35,1060,NA,98890788,oil,TRUE,TRUE,900,47,NA,NA,NA,FALSE,other,81241,2,2,2,FALSE,2,Pasing,NA,May19
190,gas_heating,FALSE,TRUE,20,5.26,1380,1993,115514931,gas,TRUE,TRUE,1190,50,mint_condition,sophisticated,no,FALSE,terraced_flat,81677,2,0,2,TRUE,2,Bogenhausen,NA,Feb20
100,central_heating,FALSE,TRUE,8,5.21,1195,1965,112580912,district_heating,FALSE,TRUE,975,66,well_kept,sophisticated,no,FALSE,apartment,81475,3,3,3,FALSE,3,Fürstenried,120,Oct19
120,central_heating,FALSE,FALSE,5,5.86,1115,NA,115614680,NA,TRUE,FALSE,995,26,NA,NA,negotiable,TRUE,apartment,80801,1,3,1,FALSE,1,Schwabing_West,NA,Feb20
317,floor_heating,TRUE,TRUE,9,5.73,3127,2019,112532863,district_heating,FALSE,TRUE,2810,112.09,first_time_use,sophisticated,NA,TRUE,maisonette,80336,3,5,3,FALSE,5,Ludwigsvorstadt_Isarvorstadt,NA,Oct19
190,self_contained_central_heating,FALSE,TRUE,6,5.26,1240,1990,115708904,district_heating,TRUE,TRUE,1050,61,NA,normal,NA,TRUE,apartment,81927,2,1,2,FALSE,3,Bogenhausen,NA,Feb20
0,NA,FALSE,FALSE,17,7.53,1600,2011,111312901,district_heating,FALSE,FALSE,1600,38,NA,NA,NA,TRUE,NA,80804,1.5,1,1,FALSE,1,Schwabing_West,NA,May19
150,self_contained_central_heating,FALSE,FALSE,10,5.91,2150,1918,115188695,gas,TRUE,TRUE,2000,90,mint_condition,sophisticated,no,FALSE,apartment,81543,3,3,3,FALSE,4,Untergiesing,NA,Feb20
175,district_heating,FALSE,TRUE,4,6.72,1301,NA,107322499,district_heating,FALSE,TRUE,1025,79.05,modernized,NA,NA,TRUE,other,81737,3,3,3,FALSE,3,Perlach,101,Sep18
127.5,floor_heating,FALSE,TRUE,25,6.25,922.5,2017,111002367,geothermal,TRUE,TRUE,795,38.35,mint_condition,sophisticated,no,FALSE,apartment,81825,1,1,1,TRUE,1,Trudering,NA,May19
250,gas_heating,FALSE,TRUE,0,6.28,1250,1957,111378967,gas,TRUE,TRUE,1000,72,NA,normal,no,FALSE,apartment,81476,3,1,3,FALSE,3,Forstenried,NA,May19
90,district_heating,FALSE,FALSE,1,8.07,1600,1885,107113487,district_heating,FALSE,FALSE,1450,66,first_time_use,NA,negotiable,FALSE,roof_storey,80339,2,5,2,TRUE,3,Schwanthalerhöhe,60,Sep18
200,district_heating,FALSE,TRUE,9,5.67,1490,2009,113761769,district_heating,TRUE,TRUE,1290,69.48,mint_condition,sophisticated,no,TRUE,apartment,81369,3,2,3,FALSE,3,Sendling_Westpark,NA,Oct19
110,central_heating,FALSE,TRUE,12,5.65,1363,1985,115650926,gas,FALSE,TRUE,1178,62,fully_renovated,sophisticated,no,FALSE,apartment,81545,2,3,2,FALSE,3,Obergiesing,75,Feb20
0,NA,FALSE,FALSE,23,5.74,1500,1998,115123118,district_heating,FALSE,FALSE,1500,46,NA,NA,NA,TRUE,NA,80333,1.5,2,1,FALSE,2,Maxvorstadt,NA,Feb20
250,gas_heating,FALSE,TRUE,19,6.9,2000,1992,111144825,gas,TRUE,TRUE,1750,82,well_kept,sophisticated,no,FALSE,half_basement,80939,3,NA,3,TRUE,4,Freimann,NA,May19
230,central_heating,FALSE,TRUE,13,7.34,4590,2015,111406746,NA,TRUE,TRUE,4140,153,mint_condition,luxury,negotiable,TRUE,NA,80539,4,1,4,TRUE,7,Schwabing,220,May19
0,NA,FALSE,TRUE,20,5.42,2180,NA,114782601,NA,FALSE,FALSE,2180,54,NA,NA,NA,FALSE,NA,80469,2,2,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
150,central_heating,TRUE,TRUE,9,6.83,NA,2018,111041978,NA,TRUE,FALSE,1000,38,first_time_use,NA,NA,TRUE,apartment,81677,1.5,1,1,FALSE,1,Bogenhausen,NA,May19
180,oil_heating,FALSE,TRUE,16,7.3,1530,1964,95129529,oil,FALSE,TRUE,1350,82,fully_renovated,sophisticated,no,FALSE,apartment,81549,3,1,3,FALSE,4,Ramersdorf,NA,May19
100,central_heating,FALSE,TRUE,9,5.1,1290,1994,115525200,natural_gas_heavy,TRUE,TRUE,1090,72,well_kept,normal,no,FALSE,apartment,81241,3,1,3,FALSE,3,Pasing,100,Feb20
145.94,central_heating,TRUE,FALSE,4,5.92,NA,2019,112048864,district_heating,TRUE,FALSE,587.37,32.43,first_time_use,NA,NA,TRUE,NA,80807,1,NA,1,FALSE,1,Schwabing,NA,Oct19
155,gas_heating,FALSE,TRUE,27,7.09,2330,NA,111390729,NA,TRUE,TRUE,2175,79,modernized,sophisticated,no,TRUE,maisonette,80333,3,5,3,FALSE,3,Maxvorstadt,NA,May19
175,self_contained_central_heating,FALSE,TRUE,10,5.26,1365,NA,115708176,NA,TRUE,TRUE,1190,45,first_time_use_after_refurbishment,sophisticated,NA,FALSE,apartment,81677,2,1,2,TRUE,2,Bogenhausen,NA,Feb20
175,self_contained_central_heating,FALSE,TRUE,21,7.65,3675,1903,106813268,gas,FALSE,TRUE,3500,157.13,first_time_use_after_refurbishment,sophisticated,negotiable,FALSE,apartment,80803,4,3,4,FALSE,7,Schwabing,NA,Sep18
180,NA,FALSE,TRUE,11,NA,1530,2017,101771253,NA,TRUE,TRUE,1350,59,mint_condition,sophisticated,NA,TRUE,apartment,80634,2,1,2,FALSE,2,Neuhausen,NA,Feb20
300,central_heating,FALSE,TRUE,15,5.98,3150,1901,112195216,NA,TRUE,TRUE,2850,155,mint_condition,NA,yes,TRUE,apartment,81541,4,3,4,FALSE,7,Obergiesing,NA,Oct19
0,NA,FALSE,TRUE,29,7.44,2100,NA,111375150,gas,FALSE,FALSE,2100,71,NA,NA,NA,FALSE,NA,80807,3,3,3,FALSE,3,Milbertshofen,NA,May19
150,floor_heating,FALSE,TRUE,24,7.22,1370,2017,111191763,natural_gas_light,TRUE,TRUE,1220,47,mint_condition,luxury,NA,TRUE,roof_storey,81549,2,2,2,FALSE,2,Obergiesing,NA,May19
800,NA,FALSE,TRUE,15,5.71,6800,1900,113164916,NA,TRUE,FALSE,5820,202,NA,NA,NA,TRUE,NA,81675,5,NA,5,FALSE,7,Haidhausen,NA,Oct19
850,central_heating,FALSE,TRUE,22,7.53,6850,2010,110659598,district_heating,TRUE,TRUE,6000,356,mint_condition,luxury,negotiable,TRUE,penthouse,80797,6,4,5,FALSE,7,Schwabing_West,NA,May19
350,floor_heating,FALSE,TRUE,14,6.41,2350,1997,110570495,district_heating,TRUE,TRUE,2000,101,mint_condition,sophisticated,negotiable,FALSE,maisonette,81247,3.5,2,3,FALSE,5,Obermenzing,NA,May19
180,floor_heating,FALSE,TRUE,31,6.49,2010,2016,103984227,district_heating,TRUE,TRUE,1830,55,mint_condition,sophisticated,no,TRUE,apartment,80538,2,5,2,TRUE,2,Lehel,0,Oct19
250,district_heating,FALSE,TRUE,15,6.41,1896,1972,110953531,oil,TRUE,TRUE,1646,93,modernized,sophisticated,NA,TRUE,apartment,81245,3,2,3,FALSE,4,Obermenzing,NA,May19
130,district_heating,FALSE,FALSE,0,5.59,1260,1951,115539823,district_heating,TRUE,FALSE,1000,64,refurbished,sophisticated,NA,TRUE,apartment,80333,2,2,2,FALSE,3,Maxvorstadt,130,Feb20
150,NA,FALSE,FALSE,19,7.06,1330,NA,111360286,NA,TRUE,FALSE,1180,45,modernized,normal,negotiable,TRUE,roof_storey,80337,1.5,5,1,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,May19
150,self_contained_central_heating,FALSE,TRUE,10,8.88,1750,1927,100731998,NA,TRUE,FALSE,1600,56,mint_condition,sophisticated,negotiable,FALSE,apartment,80803,2,3,2,FALSE,2,Schwabing_West,NA,Feb20
285,gas_heating,TRUE,TRUE,13,7.05,2270,2018,111315339,gas,TRUE,TRUE,1985,76.67,first_time_use,luxury,no,TRUE,apartment,80336,2,4,2,FALSE,3,Ludwigsvorstadt_Isarvorstadt,NA,May19
150,central_heating,FALSE,TRUE,2,5.53,1600,NA,115630486,NA,TRUE,TRUE,1450,58,NA,NA,negotiable,TRUE,apartment,80634,2,2,2,TRUE,2,Neuhausen,NA,Feb20
NA,central_heating,TRUE,TRUE,10,6.21,2860,2019,113452142,district_heating,TRUE,TRUE,2210,108,first_time_use,luxury,NA,TRUE,NA,80797,3,7,3,TRUE,5,Schwabing_West,NA,Oct19
400,floor_heating,FALSE,TRUE,11,4.58,3665,2001,115443632,gas,TRUE,TRUE,3265,208,mint_condition,NA,yes,TRUE,other,81479,4,NA,4,TRUE,7,Solln,NA,Feb20
200,central_heating,FALSE,TRUE,6,4.58,1250,1966,115439719,district_heating,FALSE,FALSE,1000,68,NA,normal,NA,TRUE,apartment,81477,2,5,2,FALSE,3,Solln,NA,Feb20
0,NA,FALSE,TRUE,27,5.86,1750,NA,114657765,NA,FALSE,TRUE,1750,75,NA,NA,NA,TRUE,NA,80797,2.5,3,2,FALSE,3,Schwabing_West,NA,Feb20
140,central_heating,FALSE,TRUE,7,6.04,1105,1968,113852621,oil,TRUE,TRUE,965,58.72,well_kept,normal,no,FALSE,apartment,81543,2,1,2,FALSE,2,Untergiesing,NA,Oct19
0,NA,FALSE,FALSE,29,7.56,2750,1994,106596794,district_heating,FALSE,FALSE,2750,90,NA,NA,NA,TRUE,NA,81667,3,NA,3,FALSE,4,Haidhausen,NA,Sep18
105,district_heating,TRUE,FALSE,10,7.43,800,2018,110616928,NA,FALSE,FALSE,695,21,first_time_use,NA,NA,TRUE,apartment,80809,1,NA,1,FALSE,1,Milbertshofen,50,May19
130,district_heating,FALSE,TRUE,10,4.79,1070,1966,115012897,steam_district_heating,TRUE,TRUE,940,48,mint_condition,NA,negotiable,TRUE,other,81477,2,7,2,FALSE,2,Solln,NA,Feb20
125,central_heating,FALSE,TRUE,10,6.25,1500,1993,111056512,gas,TRUE,TRUE,1250,78,well_kept,sophisticated,NA,FALSE,roof_storey,81825,2,2,2,FALSE,3,Trudering,125,May19
0,NA,FALSE,TRUE,22,5.86,1340,1974,115585738,oil,FALSE,TRUE,1340,34,NA,NA,NA,TRUE,NA,80796,1,1,1,FALSE,1,Schwabing_West,NA,Feb20
350,floor_heating,TRUE,TRUE,3,7.41,3350,2017,107389152,NA,TRUE,FALSE,3000,89,NA,NA,NA,TRUE,loft,80639,1,4,1,FALSE,4,Nymphenburg,NA,Sep18
NA,central_heating,FALSE,TRUE,4,6.21,NA,1902,113666107,district_heating,TRUE,FALSE,3850,210,NA,NA,NA,TRUE,apartment,80801,5,3,5,FALSE,7,Schwabing_West,NA,Oct19
250,solar_heating,FALSE,TRUE,11,7.22,2150,1976,111214661,gas,TRUE,FALSE,1900,154,modernized,normal,negotiable,FALSE,maisonette,81549,6,1,5,FALSE,7,Obergiesing,NA,May19
750,central_heating,FALSE,TRUE,11,6.88,4000,1982,106747112,gas,TRUE,TRUE,3250,150,well_kept,NA,negotiable,FALSE,roof_storey,81545,5,3,5,FALSE,6,Harlaching,NA,May19
70,central_heating,FALSE,FALSE,5,7.38,670,1967,95260969,oil,FALSE,FALSE,600,18,well_kept,normal,NA,TRUE,apartment,80638,1,4,1,FALSE,1,Neuhausen,NA,Feb20
0,NA,FALSE,TRUE,18,5.39,1350,NA,114865909,pellet_heating:gas,FALSE,TRUE,1350,33,NA,NA,NA,TRUE,NA,80639,1,NA,1,TRUE,1,Nymphenburg,NA,Feb20
0,NA,FALSE,TRUE,24,6.86,1850,2017,110485742,combined_heat_and_power_fossil_fuels,FALSE,FALSE,1850,52,NA,NA,NA,TRUE,NA,81541,2,5,2,FALSE,2,Haidhausen,NA,May19
50,central_heating,FALSE,FALSE,3,4.18,1150,NA,115505616,NA,TRUE,FALSE,1100,15,modernized,sophisticated,no,FALSE,apartment,80469,1,5,1,FALSE,1,Altstadt,NA,Feb20
155,NA,FALSE,TRUE,7,6.09,1145,NA,111270373,NA,FALSE,TRUE,990,62,first_time_use_after_refurbishment,sophisticated,NA,TRUE,apartment,81739,2,3,2,FALSE,3,Perlach,NA,May19
0,NA,FALSE,TRUE,21,4.79,1300,1973,115185091,gas,FALSE,FALSE,1300,43,NA,NA,NA,FALSE,NA,81477,1,NA,1,FALSE,2,Solln,NA,Feb20
