serviceCharge,heatingType,newlyConst,balcony,picturecount,pricetrend,totalRent,yearConstructed,scoutId,firingTypes,hasKitchen,cellar,baseRent,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,floor,noRoomsRange,garden,livingSpaceRange,regio3,heatingCosts,date
150,self_contained_central_heating,FALSE,TRUE,16,7.69,2275,1963,110819242,gas,TRUE,TRUE,2125,85,mint_condition,sophisticated,negotiable,TRUE,NA,80798,3,6,3,FALSE,4,Schwabing_West,NA,May19
100,NA,FALSE,TRUE,10,7.43,1750,NA,106585373,NA,TRUE,TRUE,1650,58,mint_condition,luxury,no,TRUE,roof_storey,80339,1.5,4,1,TRUE,2,Ludwigsvorstadt_Isarvorstadt,NA,Sep18
345,central_heating,FALSE,TRUE,9,5.59,1890,NA,114819790,NA,TRUE,TRUE,1495,70,first_time_use_after_refurbishment,luxury,no,TRUE,terraced_flat,80798,2,0,2,TRUE,3,Maxvorstadt,NA,Feb20
60,central_heating,FALSE,FALSE,2,5.93,720,1969,87063432,oil,TRUE,TRUE,600,29,refurbished,normal,no,FALSE,apartment,81549,1,2,1,TRUE,1,Ramersdorf,60,Sep18
295,floor_heating,FALSE,TRUE,6,7.79,1590,NA,106810739,NA,TRUE,TRUE,1295,90,NA,NA,yes,TRUE,roof_storey,81927,3,NA,3,FALSE,4,Bogenhausen,NA,Sep18
290,central_heating,FALSE,TRUE,10,5.1,1985,NA,115388163,oil,FALSE,TRUE,1695,96,refurbished,sophisticated,NA,FALSE,apartment,81241,3,1,3,FALSE,4,Pasing,NA,Feb20
100,district_heating,FALSE,TRUE,9,7.89,750,1975,99409424,district_heating,TRUE,TRUE,650,32,fully_renovated,normal,no,FALSE,apartment,81929,1,2,1,TRUE,1,Bogenhausen,NA,May19
110,floor_heating,TRUE,TRUE,8,6.13,1060,2019,110276215,district_heating,FALSE,TRUE,950,33.74,first_time_use,sophisticated,NA,TRUE,apartment,81739,1,3,1,FALSE,1,Perlach,NA,May19
80,central_heating,FALSE,TRUE,9,6.78,1340,NA,111278916,gas,TRUE,TRUE,1200,75,well_kept,normal,NA,FALSE,roof_storey,80995,3,2,3,FALSE,3,Feldmoching,60,May19
NA,NA,FALSE,TRUE,11,7.34,1850,1970,110400331,oil,TRUE,FALSE,1790,48,NA,NA,no,TRUE,NA,80469,2,0,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,May19
95,NA,FALSE,TRUE,6,5.72,1200,NA,113592695,NA,TRUE,FALSE,1200,34,NA,NA,no,TRUE,raised_ground_floor,80469,1,NA,1,FALSE,1,Ludwigsvorstadt_Isarvorstadt,NA,Oct19
179,floor_heating,TRUE,TRUE,23,6.33,1678,2018,110215324,natural_gas_light,TRUE,TRUE,1499,63.03,first_time_use,sophisticated,no,TRUE,roof_storey,81829,2,2,2,FALSE,3,Trudering,NA,May19
NA,electric_heating,FALSE,TRUE,18,7.23,1090,1990,108327771,steam_district_heating,TRUE,FALSE,1090,45,fully_renovated,sophisticated,no,TRUE,ground_floor,80637,2,0,2,TRUE,2,Neuhausen,NA,Feb20
100,NA,FALSE,FALSE,18,5.94,1350,NA,110975826,NA,TRUE,FALSE,1250,30,first_time_use_after_refurbishment,sophisticated,NA,FALSE,apartment,80469,1,2,1,FALSE,1,Altstadt,NA,May19
80,central_heating,FALSE,TRUE,17,7.82,1480,1906,107376435,oil,TRUE,TRUE,1250,86.3,NA,simple,no,FALSE,apartment,80796,3,3,3,FALSE,4,Schwabing_West,100,Sep18
100,electric_heating,FALSE,FALSE,8,6.96,1250,1901,100730902,electricity,FALSE,TRUE,1150,76,modernized,normal,no,FALSE,apartment,81369,2,4,2,FALSE,3,Sendling,NA,May19
120,gas_heating,FALSE,FALSE,10,9.4,965,1985,83713230,gas,TRUE,TRUE,845,29,refurbished,sophisticated,no,TRUE,apartment,80807,1,1,1,FALSE,1,Milbertshofen,NA,Sep18
NA,night_storage_heater,FALSE,FALSE,8,5.65,1350,1960,115673868,electricity,TRUE,TRUE,1350,54,NA,NA,NA,FALSE,maisonette,81541,2.5,5,2,FALSE,2,Obergiesing,NA,Feb20
180,central_heating,FALSE,TRUE,3,7.56,1220,NA,107016671,oil,TRUE,TRUE,1040,52,NA,normal,NA,TRUE,apartment,81541,1,NA,1,FALSE,2,Haidhausen,NA,Sep18
300,district_heating,FALSE,FALSE,10,6.74,2250,NA,107636534,district_heating,TRUE,TRUE,1950,71,mint_condition,sophisticated,no,TRUE,apartment,80335,2,1,2,FALSE,3,Maxvorstadt,NA,Feb20
810,central_heating,TRUE,TRUE,18,4.63,8525,2019,114542730,gas,FALSE,FALSE,7715,272,mint_condition,luxury,NA,TRUE,penthouse,80538,6,NA,5,FALSE,7,Lehel,NA,Feb20
180,district_heating,FALSE,TRUE,8,5.72,1610,2012,113311653,district_heating,TRUE,TRUE,1430,63,mint_condition,sophisticated,no,TRUE,apartment,80337,2,2,2,FALSE,3,Ludwigsvorstadt_Isarvorstadt,NA,Oct19
400,central_heating,FALSE,TRUE,13,6.41,NA,1999,110399670,gas,TRUE,TRUE,2090,120,mint_condition,sophisticated,negotiable,FALSE,roof_storey,81247,3,2,3,FALSE,5,Obermenzing,NA,May19
0,NA,FALSE,TRUE,29,5.33,2990,2003,113467246,natural_gas_light,FALSE,FALSE,2990,110,NA,NA,NA,FALSE,NA,80997,5.5,NA,5,TRUE,5,Untermenzing,NA,Oct19
175,floor_heating,FALSE,TRUE,24,6.83,2692.01,1987,111019410,gas,FALSE,TRUE,2417.01,101.13,first_time_use,sophisticated,NA,TRUE,penthouse,81677,3,6,3,FALSE,5,Bogenhausen,100,May19
120,central_heating,FALSE,FALSE,11,5.53,1970,2003,115445749,NA,FALSE,TRUE,1850,109,NA,NA,negotiable,FALSE,maisonette,80638,3,NA,3,FALSE,5,Neuhausen,NA,Feb20
440,NA,TRUE,TRUE,4,5.54,4336,2019,114667880,natural_gas_heavy,FALSE,TRUE,3649,126,first_time_use,luxury,NA,TRUE,ground_floor,80805,3,NA,3,TRUE,6,Schwabing,NA,Feb20
NA,central_heating,FALSE,TRUE,12,7.43,1200,NA,107341852,NA,FALSE,FALSE,1000,60,NA,NA,no,TRUE,NA,80335,2.5,6,2,FALSE,2,Maxvorstadt,NA,Sep18
0,NA,FALSE,FALSE,27,5.62,2850,2016,114984891,gas,FALSE,FALSE,2850,63,NA,NA,NA,TRUE,NA,80469,2,3,2,FALSE,3,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
125,central_heating,FALSE,TRUE,17,6.83,1840,2016,111265585,district_heating,TRUE,TRUE,1590,90.4,mint_condition,sophisticated,NA,TRUE,apartment,81929,3,1,3,FALSE,4,Bogenhausen,125,May19
100,central_heating,FALSE,FALSE,4,7.32,1382,2015,110969598,district_heating,FALSE,FALSE,1215,55.2,first_time_use,sophisticated,no,TRUE,roof_storey,80803,2.5,5,2,FALSE,2,Schwabing,67,May19
135,floor_heating,TRUE,TRUE,23,4.9,1705,2019,115390828,district_heating,TRUE,TRUE,1480,88.8,first_time_use,sophisticated,no,TRUE,apartment,81245,3,1,3,FALSE,4,Obermenzing,90,Feb20
300,central_heating,TRUE,TRUE,53,5.23,NA,2019,115467446,NA,FALSE,TRUE,3800,96,first_time_use,NA,negotiable,TRUE,NA,81927,3,0,3,FALSE,4,Bogenhausen,NA,Feb20
300,central_heating,FALSE,TRUE,1,7.79,3985,1981,105751901,natural_gas_light,TRUE,FALSE,3410,167.86,fully_renovated,sophisticated,negotiable,FALSE,roof_storey,81925,2,2,2,FALSE,7,Bogenhausen,275,Sep18
390,floor_heating,TRUE,TRUE,17,5.41,4840,2019,114590297,NA,TRUE,TRUE,4450,131,first_time_use,luxury,negotiable,TRUE,apartment,81675,4,3,4,FALSE,6,Haidhausen,NA,Feb20
160,district_heating,FALSE,TRUE,14,5.57,2581.56,1948,50905957,district_heating,TRUE,TRUE,2221.56,102,NA,sophisticated,no,TRUE,roof_storey,80802,3,6,3,FALSE,5,Schwabing,200,Feb20
110,central_heating,FALSE,TRUE,9,6.96,1000,1988,108179826,natural_gas_light,TRUE,TRUE,890,55,well_kept,normal,no,FALSE,roof_storey,81929,2,2,2,FALSE,2,Bogenhausen,NA,May19
240,central_heating,FALSE,TRUE,16,7.05,NA,1912,68051470,gas,FALSE,TRUE,2290,115,first_time_use,luxury,NA,FALSE,ground_floor,81541,3,0,3,FALSE,5,Haidhausen,NA,May19
375,central_heating,FALSE,TRUE,10,5.88,NA,1962,72152969,gas,FALSE,TRUE,2720,136,fully_renovated,normal,negotiable,FALSE,apartment,80693,4,2,4,FALSE,6,Neuhausen,NA,Oct19
175,central_heating,FALSE,TRUE,8,5.96,NA,1972,101291474,district_heating,TRUE,TRUE,1195,72.52,well_kept,normal,negotiable,TRUE,ground_floor,81379,2,0,2,FALSE,3,Obersendling,NA,Oct19
300,floor_heating,FALSE,TRUE,11,7.11,3370,2016,110256103,gas,TRUE,TRUE,2950,148,mint_condition,luxury,negotiable,TRUE,ground_floor,80639,4,0,4,TRUE,6,Neuhausen,NA,May19
120,NA,FALSE,TRUE,8,7.06,1150,NA,111206570,district_heating,TRUE,TRUE,1030,30,well_kept,luxury,NA,TRUE,apartment,80336,1,2,1,FALSE,1,Ludwigsvorstadt_Isarvorstadt,NA,May19
110,central_heating,FALSE,TRUE,13,5.62,930,1908,115141987,NA,TRUE,TRUE,820,46,mint_condition,NA,NA,FALSE,apartment,80336,2,3,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
80,oil_heating,FALSE,FALSE,9,5.64,2060,1910,108445760,oil,TRUE,TRUE,1870,75.24,fully_renovated,normal,no,FALSE,apartment,81371,2.5,3,2,TRUE,3,Sendling,110,Feb20
50,central_heating,FALSE,FALSE,3,4.18,1190,NA,115472805,NA,TRUE,FALSE,1140,21,modernized,sophisticated,no,FALSE,apartment,80469,1,1,1,FALSE,1,Altstadt,NA,Feb20
150,self_contained_central_heating,FALSE,TRUE,12,5.73,1130,1995,113487683,gas,TRUE,TRUE,980,40,fully_renovated,sophisticated,no,TRUE,apartment,81371,1.5,2,1,FALSE,1,Sendling,NA,Oct19
250,self_contained_central_heating,FALSE,TRUE,8,7.11,2350,1904,111248213,gas,TRUE,TRUE,2100,118.5,well_kept,NA,no,FALSE,apartment,80636,3,2,3,FALSE,5,Neuhausen,NA,May19
300,central_heating,FALSE,TRUE,13,5.15,2290,1930,115312169,oil,FALSE,TRUE,1990,125,well_kept,NA,NA,FALSE,ground_floor,81247,3.5,NA,3,TRUE,6,Obermenzing,NA,Feb20
220,gas_heating,FALSE,FALSE,14,6.08,1040,2004,77063442,gas,TRUE,TRUE,820,25,refurbished,luxury,no,TRUE,apartment,81371,1,4,1,FALSE,1,Thalkirchen,NA,May19
130,central_heating,FALSE,FALSE,9,7.69,980,1976,110780561,NA,TRUE,TRUE,850,32,first_time_use_after_refurbishment,sophisticated,no,TRUE,other,81379,1,4,1,FALSE,1,Thalkirchen,NA,May19
110,central_heating,FALSE,TRUE,15,7.64,1735,NA,106920823,gas,TRUE,TRUE,1485,82,mint_condition,NA,NA,FALSE,apartment,80995,3,1,3,FALSE,4,Feldmoching,90,Sep18
250,floor_heating,FALSE,TRUE,11,7,1940,2000,110984286,district_heating,FALSE,FALSE,1590,71,well_kept,NA,NA,TRUE,apartment,81379,3,1,3,FALSE,3,Obersendling,120,May19
240,central_heating,FALSE,TRUE,4,5.9,NA,1993,115458340,gas,TRUE,TRUE,1550,80.6,well_kept,sophisticated,no,FALSE,ground_floor,80809,3,0,3,FALSE,3,Milbertshofen,NA,Feb20
90,NA,FALSE,TRUE,0,7.09,1440,NA,111138974,NA,FALSE,FALSE,1350,65.7,first_time_use_after_refurbishment,NA,no,FALSE,apartment,80798,2,1,2,FALSE,3,Maxvorstadt,NA,May19
135,floor_heating,FALSE,TRUE,20,5.15,1594,2003,37677872,oil,TRUE,TRUE,1399,89.89,mint_condition,sophisticated,negotiable,FALSE,apartment,81245,3,1,3,FALSE,4,Aubing,60,Oct19
180,district_heating,FALSE,TRUE,7,7.34,NA,1972,111183899,NA,TRUE,TRUE,970,32.39,NA,sophisticated,NA,FALSE,apartment,80804,1,4,1,FALSE,1,Schwabing,NA,May19
250,NA,FALSE,TRUE,8,7.79,1930,NA,107357259,NA,TRUE,TRUE,1680,96,negotiable,sophisticated,negotiable,FALSE,apartment,81371,3,3,3,FALSE,4,Sendling,NA,Sep18
120,central_heating,FALSE,FALSE,15,7.98,1110,1905,105296895,gas,FALSE,TRUE,990,34,mint_condition,sophisticated,NA,FALSE,apartment,80634,1,3,1,FALSE,1,Neuhausen,NA,Feb20
200,gas_heating,FALSE,FALSE,6,6.12,1600,1900,113851444,gas,TRUE,TRUE,1400,60,mint_condition,luxury,negotiable,FALSE,apartment,80339,2,2,2,FALSE,2,Schwanthalerhöhe,NA,Oct19
270,heat_pump,TRUE,TRUE,7,7.11,2405,2019,110051981,NA,TRUE,TRUE,2135,80.49,first_time_use,sophisticated,negotiable,FALSE,apartment,80638,2,2,2,FALSE,3,Neuhausen,NA,May19
420,NA,FALSE,TRUE,11,6.9,3206,NA,110222441,NA,FALSE,FALSE,2786,140,NA,NA,NA,TRUE,NA,81373,5,NA,5,FALSE,6,Sendling,NA,May19
0,NA,FALSE,TRUE,29,4.58,1950,1965,115534097,district_heating,FALSE,TRUE,1950,64,NA,NA,NA,TRUE,NA,81477,3,4,3,FALSE,3,Solln,NA,Feb20
150,central_heating,FALSE,TRUE,26,6.71,2350,1910,106617187,NA,TRUE,FALSE,2200,80,fully_renovated,sophisticated,negotiable,FALSE,apartment,81245,2,1,2,FALSE,3,Obermenzing,80,Sep18
110,floor_heating,FALSE,TRUE,16,5.26,710,1969,114816373,district_heating,TRUE,TRUE,600,28,refurbished,normal,no,TRUE,apartment,81972,1,3,1,FALSE,1,Bogenhausen,NA,Feb20
0,NA,FALSE,TRUE,27,5.75,2600,2004,115238252,district_heating:local_heating,FALSE,FALSE,2600,90,NA,NA,NA,TRUE,NA,80636,2,NA,2,TRUE,4,Neuhausen,NA,Feb20
200,central_heating,TRUE,TRUE,19,6.7,1190,2018,107340633,district_heating,FALSE,FALSE,990,56,first_time_use,sophisticated,NA,TRUE,apartment,81737,2,2,2,FALSE,2,Perlach,NA,Sep18
0,NA,FALSE,TRUE,26,7.38,1250,1969,107384912,district_heating,FALSE,FALSE,1250,36,NA,NA,NA,TRUE,NA,81477,1,3,1,FALSE,1,Solln,NA,Sep18
65,central_heating,FALSE,TRUE,10,6.52,1040,2013,68727435,gas,TRUE,TRUE,930,36,mint_condition,sophisticated,no,FALSE,apartment,80992,1,1,1,TRUE,1,Moosach,45,May19
200,central_heating,FALSE,TRUE,10,7.65,1300,NA,107304026,NA,TRUE,FALSE,1100,38,NA,NA,no,TRUE,apartment,80802,1,1,1,FALSE,1,Schwabing,NA,Sep18
200,gas_heating,FALSE,TRUE,14,6.21,2550,1957,113792888,gas,TRUE,TRUE,2350,84,fully_renovated,NA,no,TRUE,apartment,80804,4,2,4,FALSE,4,Schwabing_West,NA,Oct19
200,floor_heating,FALSE,TRUE,23,6.23,2050,2017,113382964,district_heating,TRUE,TRUE,1850,92.5,mint_condition,sophisticated,NA,TRUE,apartment,80809,3,1,3,FALSE,4,Milbertshofen,NA,Oct19
180,district_heating,FALSE,TRUE,13,7.48,1270,2000,106884438,district_heating,TRUE,TRUE,1090,65.7,modernized,normal,negotiable,TRUE,apartment,81373,2,1,2,FALSE,3,Sendling_Westpark,NA,Sep18
120,central_heating,FALSE,FALSE,9,7.11,1725,1982,111417330,gas,FALSE,FALSE,1500,80.5,NA,NA,NA,TRUE,roof_storey,80637,3,NA,3,FALSE,3,Neuhausen,105,May19
50,central_heating,FALSE,FALSE,13,5.4,790,NA,115602002,gas,TRUE,FALSE,690,30,modernized,sophisticated,no,FALSE,half_basement,80686,1,NA,1,FALSE,1,Laim,50,Feb20
300,central_heating,FALSE,TRUE,4,6.21,1580,1956,112829058,district_heating,FALSE,FALSE,1280,56.5,fully_renovated,normal,no,TRUE,apartment,80796,2,2,2,FALSE,2,Schwabing_West,NA,Oct19
190,self_contained_central_heating,FALSE,FALSE,20,7.69,2670,1912,110149824,gas,TRUE,TRUE,2490,105,first_time_use_after_refurbishment,sophisticated,no,FALSE,apartment,80803,3,5,3,FALSE,5,Schwabing_West,NA,May19
100,central_heating,FALSE,TRUE,5,7.35,1085.57,1988,100412093,gas,FALSE,TRUE,840.57,44.49,refurbished,sophisticated,negotiable,FALSE,raised_ground_floor,81241,1.5,2,1,FALSE,2,Pasing,60,Sep18
329,district_heating,FALSE,TRUE,18,6.23,2267,2017,92398098,district_heating,FALSE,TRUE,1845,113,mint_condition,luxury,no,TRUE,ground_floor,80809,4,0,4,TRUE,5,Milbertshofen,NA,Oct19
NA,NA,FALSE,FALSE,30,5.39,900,NA,115551103,NA,TRUE,TRUE,750,36,first_time_use_after_refurbishment,sophisticated,no,FALSE,apartment,81377,1,NA,1,FALSE,1,Sendling_Westpark,NA,Feb20
200,gas_heating,FALSE,FALSE,11,7.65,2000,1985,103463834,gas,TRUE,FALSE,1800,70,well_kept,sophisticated,NA,TRUE,apartment,80801,2,4,2,FALSE,3,Schwabing,NA,Sep18
0,NA,FALSE,FALSE,19,5.72,1350,1972,113656671,district_heating,FALSE,TRUE,1350,36,NA,NA,NA,TRUE,NA,80337,1,6,1,FALSE,1,Ludwigsvorstadt_Isarvorstadt,NA,Oct19
0,NA,FALSE,FALSE,19,5.65,1650,1963,113805891,gas,FALSE,TRUE,1650,53,NA,NA,NA,FALSE,NA,81539,2,NA,2,FALSE,2,Obergiesing,NA,Feb20
200,NA,FALSE,TRUE,8,5.86,1100,1997,109545043,NA,TRUE,FALSE,900,43,modernized,sophisticated,negotiable,TRUE,apartment,80796,2,2,2,FALSE,2,Schwabing_West,NA,Feb20
300,NA,FALSE,TRUE,11,5.13,1250,NA,115379002,NA,TRUE,TRUE,950,59,NA,NA,no,FALSE,raised_ground_floor,80639,2,1,2,FALSE,2,Nymphenburg,NA,Feb20
270,central_heating,FALSE,TRUE,10,6.9,2785,1975,106538227,district_heating,FALSE,FALSE,2395,90.42,NA,NA,NA,TRUE,roof_storey,80331,3,5,3,FALSE,4,Altstadt,120,Sep18
500,central_heating,FALSE,TRUE,10,5.81,3695,2016,114329420,district_heating,TRUE,TRUE,3195,145,mint_condition,NA,negotiable,TRUE,roof_storey,80803,4,NA,4,FALSE,6,Schwabing,NA,Feb20
NA,central_heating,TRUE,TRUE,14,5.08,NA,2018,113654170,gas,TRUE,TRUE,1580,61,first_time_use,luxury,no,TRUE,NA,80997,2,NA,2,TRUE,3,Allach,NA,Oct19
0,NA,FALSE,TRUE,29,5.53,3500,1978,113667240,oil,FALSE,TRUE,3500,125,NA,NA,NA,FALSE,NA,80638,4,2,4,FALSE,6,Neuhausen,NA,Feb20
495,floor_heating,FALSE,FALSE,18,5.5,2445,2015,108101397,combined_heat_and_power_fossil_fuels,TRUE,TRUE,1950,63,mint_condition,luxury,NA,TRUE,apartment,80639,2,3,2,FALSE,3,Nymphenburg,NA,Feb20
250,floor_heating,TRUE,TRUE,17,6.26,1930,2018,113698613,district_heating,FALSE,TRUE,1680,77.59,first_time_use,sophisticated,NA,TRUE,apartment,80809,3,3,3,FALSE,3,Milbertshofen,NA,Oct19
250,district_heating,FALSE,TRUE,11,5.53,1950,1960,111146250,natural_gas_light,TRUE,TRUE,1700,74,first_time_use_after_refurbishment,sophisticated,negotiable,TRUE,apartment,80636,2.5,2,2,TRUE,3,Neuhausen,NA,Feb20
120,central_heating,FALSE,FALSE,4,6.21,1115,NA,113842918,NA,TRUE,FALSE,995,26,NA,NA,negotiable,TRUE,apartment,80801,1,3,1,FALSE,1,Schwabing_West,NA,Oct19
130,central_heating,FALSE,TRUE,11,8.05,1670,2013,68623538,gas,FALSE,TRUE,1450,70,mint_condition,sophisticated,no,FALSE,apartment,80992,3,1,3,TRUE,3,Moosach,90,Sep18
195,self_contained_central_heating,FALSE,TRUE,13,5.86,1755,1972,115405972,gas,TRUE,TRUE,1560,66.89,fully_renovated,NA,no,TRUE,terraced_flat,80801,2,1,2,FALSE,3,Schwabing_West,NA,Feb20
NA,NA,FALSE,TRUE,10,8.72,1890,NA,102201424,NA,FALSE,FALSE,1890,40,modernized,sophisticated,yes,TRUE,NA,80797,1,NA,1,FALSE,1,Schwabing_West,NA,Feb20
442,NA,FALSE,TRUE,15,5.57,3336,2018,115540511,NA,TRUE,FALSE,2794,127,NA,NA,NA,FALSE,NA,80807,4,NA,4,FALSE,6,Schwabing,NA,Feb20
123,NA,FALSE,TRUE,14,5.82,1113,2009,115545367,NA,FALSE,TRUE,990,52.2,well_kept,sophisticated,NA,TRUE,apartment,80339,2,1,2,FALSE,2,Schwanthalerhöhe,NA,Feb20
246,heat_pump,TRUE,FALSE,3,5.86,NA,2019,113539463,NA,TRUE,TRUE,1870,91.06,NA,NA,NA,TRUE,apartment,80997,4,0,4,TRUE,4,Moosach,NA,Oct19
NA,central_heating,FALSE,FALSE,3,7.69,NA,NA,72937046,NA,TRUE,FALSE,850,35,mint_condition,sophisticated,NA,TRUE,NA,80801,1,1,1,FALSE,1,Schwabing_West,NA,Oct19
120,district_heating,FALSE,TRUE,19,7.24,2000,2017,109621627,district_heating,TRUE,TRUE,1600,75.75,mint_condition,sophisticated,negotiable,TRUE,terraced_flat,80686,2,0,2,TRUE,3,Laim,NA,May19
86.1,central_heating,TRUE,TRUE,23,5.87,1233,2019,114212554,pellet_heating,FALSE,FALSE,1061.9,28.7,NA,NA,NA,TRUE,apartment,81547,1,NA,1,TRUE,1,Untergiesing,NA,Feb20
275,floor_heating,FALSE,TRUE,26,5.57,2275,2011,115622248,district_heating,TRUE,TRUE,2000,98.71,well_kept,sophisticated,NA,TRUE,ground_floor,80807,3,NA,3,TRUE,4,Schwabing,NA,Feb20
545,heat_pump,TRUE,TRUE,6,7.11,4855,2019,110051711,NA,TRUE,TRUE,4310,163.71,first_time_use,sophisticated,negotiable,FALSE,ground_floor,80638,5,1,5,FALSE,7,Neuhausen,NA,May19
105,central_heating,FALSE,FALSE,9,5.5,1155,1962,115153598,oil,TRUE,TRUE,1050,41,first_time_use_after_refurbishment,simple,no,FALSE,apartment,81377,2,2,2,FALSE,2,Sendling_Westpark,NA,Feb20
0,NA,FALSE,TRUE,28,5.62,2200,1972,114956190,oil,FALSE,FALSE,2200,58,NA,NA,NA,TRUE,NA,80469,2,2,2,FALSE,2,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
NA,self_contained_central_heating,FALSE,TRUE,17,4.65,NA,2001,115545129,NA,FALSE,TRUE,1990,135,modernized,NA,yes,TRUE,NA,80538,3.5,4,3,TRUE,6,Lehel,NA,Feb20
390,central_heating,FALSE,FALSE,13,7.06,4090,1888,111292954,district_heating,TRUE,TRUE,3700,155,first_time_use_after_refurbishment,luxury,no,TRUE,roof_storey,80469,6,4,5,FALSE,7,Ludwigsvorstadt_Isarvorstadt,NA,May19
180,central_heating,FALSE,TRUE,18,4.58,1860,1955,115198525,gas,TRUE,TRUE,1620,96,fully_renovated,luxury,no,FALSE,roof_storey,81477,2,2,2,FALSE,4,Solln,60,Feb20
130,floor_heating,FALSE,TRUE,12,5.96,980,2014,113801417,district_heating,FALSE,TRUE,850,40.87,NA,sophisticated,NA,TRUE,apartment,81379,1,1,1,FALSE,1,Obersendling,NA,Oct19
300,NA,FALSE,TRUE,16,5.82,1200,NA,115594925,NA,TRUE,FALSE,900,34,NA,NA,NA,TRUE,apartment,80339,1,NA,1,FALSE,1,Schwanthalerhöhe,NA,Feb20
0,self_contained_central_heating,FALSE,TRUE,8,5.85,1950,NA,113459968,gas,TRUE,FALSE,1950,54,mint_condition,sophisticated,no,TRUE,apartment,80333,2,5,2,FALSE,2,Maxvorstadt,NA,Oct19
350,central_heating,FALSE,TRUE,16,5.26,3050,1972,115428498,oil,TRUE,TRUE,2700,151,fully_renovated,sophisticated,no,TRUE,apartment,81925,4,3,4,FALSE,7,Bogenhausen,NA,Feb20
200,central_heating,FALSE,TRUE,10,7.79,1942.75,1972,106829534,gas,FALSE,TRUE,1542.75,94.3,first_time_use_after_refurbishment,normal,negotiable,TRUE,NA,81677,3,2,3,FALSE,4,Bogenhausen,200,Sep18
140,self_contained_central_heating,FALSE,TRUE,1,8.05,760,1998,69731295,NA,TRUE,TRUE,620,36,mint_condition,sophisticated,negotiable,TRUE,NA,80997,1,3,1,FALSE,1,Moosach,NA,Sep18
361,central_heating,TRUE,TRUE,12,5.77,960,2018,110007175,gas,TRUE,FALSE,599,20,first_time_use,NA,no,TRUE,apartment,81829,1,3,1,FALSE,1,Riem,NA,Oct19
103,district_heating,FALSE,TRUE,2,4.85,1162,1972,115522239,district_heating,FALSE,TRUE,953,62,well_kept,normal,negotiable,TRUE,apartment,81475,2,5,2,FALSE,3,Fürstenried,106,Feb20
660,central_heating,FALSE,TRUE,26,7.11,4950,NA,109757473,NA,TRUE,FALSE,4290,144,mint_condition,luxury,no,TRUE,apartment,80634,5,1,5,TRUE,6,Neuhausen,NA,May19
200,NA,FALSE,FALSE,5,5.34,2199,NA,104527414,NA,TRUE,TRUE,1999,25,first_time_use,luxury,NA,TRUE,ground_floor,81243,1,NA,1,TRUE,1,Pasing,NA,Feb20
315,NA,TRUE,TRUE,8,6.83,2855,2019,109735642,NA,TRUE,FALSE,2340,90,NA,NA,NA,TRUE,NA,81927,3,NA,3,FALSE,4,Bogenhausen,NA,May19
220,central_heating,FALSE,TRUE,17,6.25,1420,NA,111412980,NA,TRUE,TRUE,1200,64,NA,NA,negotiable,FALSE,roof_storey,81827,2,2,2,FALSE,3,Trudering,NA,May19
126.3,central_heating,FALSE,TRUE,7,6.23,1162.3,1969,66608852,oil,FALSE,TRUE,916,74,well_kept,normal,no,FALSE,apartment,80809,3,0,3,FALSE,3,Milbertshofen,120,Oct19
270,floor_heating,FALSE,FALSE,0,7.43,1720,1985,107299021,NA,TRUE,FALSE,1450,69,mint_condition,NA,no,TRUE,apartment,80798,2,3,2,FALSE,3,Maxvorstadt,NA,Sep18
NA,NA,TRUE,TRUE,9,5.77,950,2018,111059840,NA,TRUE,FALSE,950,20,NA,NA,yes,TRUE,NA,81829,1,1,1,FALSE,1,Riem,NA,Oct19
200,central_heating,FALSE,FALSE,12,5.56,NA,2016,113160085,NA,TRUE,TRUE,1500,63,NA,NA,NA,TRUE,apartment,81677,2,1,2,FALSE,3,Bogenhausen,NA,Oct19
0,NA,FALSE,FALSE,26,5.33,1250,NA,113867140,gas,FALSE,FALSE,1250,41,NA,NA,NA,FALSE,NA,80997,1.5,2,1,FALSE,2,Untermenzing,NA,Oct19
450,NA,TRUE,FALSE,10,5.11,3100,2020,115266940,NA,FALSE,FALSE,2650,150.38,first_time_use,NA,NA,FALSE,NA,81475,5,9,5,FALSE,6,Fürstenried,225,Feb20
190.32,central_heating,TRUE,TRUE,2,5.09,1238.95,2019,113680311,NA,FALSE,TRUE,914.66,92.39,NA,NA,NA,TRUE,apartment,81739,4,6,4,FALSE,4,Perlach,133.97,Oct19
190,heat_pump,FALSE,TRUE,10,5.88,1880,2015,110771808,NA,FALSE,FALSE,1690,112,mint_condition,luxury,no,FALSE,maisonette,81249,3,3,3,FALSE,5,Aubing,NA,May19
NA,gas_heating,FALSE,FALSE,6,5.62,1300,1962,115200029,local_heating,TRUE,FALSE,1300,37,fully_renovated,sophisticated,negotiable,TRUE,apartment,80336,1,1,1,FALSE,1,Ludwigsvorstadt_Isarvorstadt,NA,Feb20
